tweetid,username,text,lat,lon,city
477,@CityObserver,"Mobile vaccine unit returns this weekend in Jacksonville, FL. Walk-ins welcome.",30.316613,-81.646232,"Jacksonville, FL"
478,@GreenPulse,"Public health team expands food safety inspections in Chicago, IL.",41.888553,-87.646869,"Chicago, IL"
479,@CleanAirNow,"Transit ridership up 4,607% in Phoenix, AZ after new pass program.",33.435501,-112.082606,"Phoenix, AZ"
480,@PolicyWatch,"Coding bootcamp enrollment surges in Los Angeles, CA.",34.062103,-118.225937,"Los Angeles, CA"
481,@PublicHealthNow,"Public health team expands food safety inspections in Philadelphia, PA.",39.946987,-75.17985,"Philadelphia, PA"
482,@CivicSense,"Mental health awareness walk happening downtown New York, NY this Saturday.",40.711867,-73.99682,"New York, NY"
483,@CleanAirNow,"Clean air campaign gains traction in Washington, DC neighborhoods.",38.90898,-77.018893,"Washington, DC"
484,@HealthMatters,"Urban tree canopy expansion adds shade in Philadelphia, PA.",39.952054,-75.178844,"Philadelphia, PA"
485,@EdTechToday,"Civic engagement workshop planned for youth in San Francisco, CA.",37.765869,-122.421966,"San Francisco, CA"
486,@SmartCityHub,"IoT sensors deployed to monitor water leaks in Miami, FL.",25.775981,-80.189813,"Miami, FL"
487,@RideBetter,"Coding bootcamp enrollment surges in San Antonio, TX.",29.416645,-98.474062,"San Antonio, TX"
488,@EduVoice,"Block party celebrates diverse neighborhoods in Philadelphia, PA.",39.93717,-75.1478,"Philadelphia, PA"
489,@UrbanMapper,"Public health team expands food safety inspections in Austin, TX.",30.255551,-97.75068,"Austin, TX"
490,@NeighborhoodNews,"Protected bike lanes expand downtown Denver, CO.",39.743401,-104.976622,"Denver, CO"
491,@SmartCityHub,"Green infrastructure projects reduce flooding in Los Angeles, CA.",34.056116,-118.224408,"Los Angeles, CA"
492,@NeighborhoodNews,"Weekend rail service improved in Boston, MA.",42.344016,-71.060584,"Boston, MA"
493,@GeoInsights,"Traffic signal timing optimized for smoother flow in Denver, CO.",39.723693,-104.974301,"Denver, CO"
494,@TeachToday,"Community garden program expands to Washington, DC’s west side.",38.921242,-77.018082,"Washington, DC"
495,@PolicyWatch,"New mobility app integrates all transit modes in Chicago, IL.",41.861438,-87.621711,"Chicago, IL"
496,@WaterWatchUSA,"Community college in Philadelphia, PA offers new GIS certification program.",39.957784,-75.16661,"Philadelphia, PA"
497,@CleanAirNow,"Urban tree canopy expansion adds shade in Miami, FL.",25.763398,-80.198911,"Miami, FL"
498,@SmartCityHub,"Traffic signal timing optimized for smoother flow in Boston, MA.",42.343696,-71.074633,"Boston, MA"
499,@GreenPulse,"Civic engagement workshop planned for youth in Miami, FL.",25.755743,-80.17282,"Miami, FL"
500,@OpenDataLab,"Civic engagement workshop planned for youth in Philadelphia, PA.",39.939269,-75.14829,"Philadelphia, PA"
501,@GeoInsights,"Open data portal in Jacksonville, FL now features live traffic feeds.",30.326175,-81.645111,"Jacksonville, FL"
502,@ParksAndPeople,"Civic engagement workshop planned for youth in Seattle, WA.",47.610787,-122.338265,"Seattle, WA"
503,@CivicSense,"Traffic signal timing optimized for smoother flow in Charlotte, NC.",35.244407,-80.829178,"Charlotte, NC"
504,@HealthMatters,"New mobility app integrates all transit modes in Houston, TX.",29.774919,-95.36219,"Houston, TX"
505,@ParksAndPeople,"Block party celebrates diverse neighborhoods in New York, NY.",40.695108,-74.011139,"New York, NY"
506,@GreenPulse,"Clean air campaign gains traction in Phoenix, AZ neighborhoods.",33.436094,-112.069791,"Phoenix, AZ"
507,@CityObserver,"Community college in Boston, MA offers new GIS certification program.",42.366335,-71.064288,"Boston, MA"
508,@CleanAirNow,"Transit ridership up 3,890% in Boston, MA after new pass program.",42.361235,-71.047636,"Boston, MA"
509,@SmartUrbanist,"Farmers market in San Diego, CA adds local artisans this season.",32.725451,-117.163315,"San Diego, CA"
510,@PolicyWatch,"Mobile vaccine unit returns this weekend in Houston, TX. Walk-ins welcome.",29.766993,-95.362933,"Houston, TX"
511,@ParksAndPeople,"New community clinic opens in Denver, CO with extended evening hours. Access matters.",39.738231,-105.005567,"Denver, CO"
512,@HealthMatters,"City installs smart streetlights to save energy in Jacksonville, FL.",30.315757,-81.661582,"Jacksonville, FL"
513,@WaterWatchUSA,"Green infrastructure projects reduce flooding in Washington, DC.",38.888924,-77.054614,"Washington, DC"
514,@CivicSense,"Block party celebrates diverse neighborhoods in Houston, TX.",29.742049,-95.388924,"Houston, TX"
515,@CivicSense,"Urban tree canopy expansion adds shade in Phoenix, AZ.",33.431335,-112.076939,"Phoenix, AZ"
516,@ClimateActionUS,"Clean air campaign gains traction in San Antonio, TX neighborhoods.",29.426535,-98.498876,"San Antonio, TX"
517,@SmartUrbanist,"New mobility app integrates all transit modes in Boston, MA.",42.341883,-71.057616,"Boston, MA"
518,@TransitTracker,"New community clinic opens in Austin, TX with extended evening hours. Access matters.",30.24976,-97.726952,"Austin, TX"
519,@ClimateActionUS,"Weekend rail service improved in Charlotte, NC.",35.23064,-80.853701,"Charlotte, NC"
520,@TransitTracker,"Civic engagement workshop planned for youth in Austin, TX.",30.262081,-97.760837,"Austin, TX"
521,@NeighborhoodNews,"Open data portal in Austin, TX now features live traffic feeds.",30.274382,-97.757727,"Austin, TX"
522,@EdTechToday,"Traffic signal timing optimized for smoother flow in Philadelphia, PA.",39.93277,-75.166209,"Philadelphia, PA"
523,@EduVoice,"Weekend rail service improved in San Antonio, TX.",29.427017,-98.486407,"San Antonio, TX"
524,@OpenDataLab,"University in Austin, TX expands AI for sustainability courses.",30.253431,-97.754661,"Austin, TX"
525,@RideBetter,"Community garden program expands to Charlotte, NC’s west side.",35.217056,-80.834304,"Charlotte, NC"
526,@GeoInsights,"Green infrastructure projects reduce flooding in Denver, CO.",39.726718,-105.00575,"Denver, CO"
527,@CivicSense,"Community college in Charlotte, NC offers new GIS certification program.",35.233478,-80.826968,"Charlotte, NC"
528,@SmartCityHub,"Public health team expands food safety inspections in Dallas, TX.",32.779404,-96.780588,"Dallas, TX"
529,@ClimateActionUS,"Neighborhood cleanup day in Columbus, OH collects 4,312 bags of waste.",39.967692,-83.0046,"Columbus, OH"
530,@CivicSense,"Mental health awareness walk happening downtown Jacksonville, FL this Saturday.",30.346861,-81.650632,"Jacksonville, FL"
531,@TransitTracker,"Teachers in San Jose, CA receive innovation grants for classroom tech.",37.346234,-121.89129,"San Jose, CA"
532,@RideBetter,"Clean air campaign gains traction in San Antonio, TX neighborhoods.",29.418407,-98.50887,"San Antonio, TX"
533,@CommunityWorks,"Community garden program expands to Phoenix, AZ’s west side.",33.461905,-112.055718,"Phoenix, AZ"
534,@ClimateActionUS,"Protected bike lanes expand downtown Denver, CO.",39.736364,-105.002848,"Denver, CO"
535,@CivicSense,"New community clinic opens in Austin, TX with extended evening hours. Access matters.",30.266613,-97.734831,"Austin, TX"
536,@WaterWatchUSA,"New community clinic opens in Jacksonville, FL with extended evening hours. Access matters.",30.322727,-81.666869,"Jacksonville, FL"
537,@SmartUrbanist,"Open data portal in San Francisco, CA now features live traffic feeds.",37.787162,-122.421763,"San Francisco, CA"
538,@ClimateActionUS,"Weekend rail service improved in Miami, FL.",25.766566,-80.17798,"Miami, FL"
539,@MobilityMatters,"Urban tree canopy expansion adds shade in San Jose, CA.",37.335457,-121.882893,"San Jose, CA"
540,@EdTechToday,"Volunteers removed 1,973 pounds of trash from rivers in New York, NY.",40.693527,-74.002665,"New York, NY"
541,@CityObserver,"Volunteers removed 3,710 pounds of trash from rivers in Houston, TX.",29.751133,-95.387301,"Houston, TX"
542,@NeighborhoodNews,"Traffic signal timing optimized for smoother flow in San Antonio, TX.",29.442416,-98.505043,"San Antonio, TX"
543,@CleanAirNow,"Public health team expands food safety inspections in Boston, MA.",42.34324,-71.054808,"Boston, MA"
544,@CityObserver,"Civic engagement workshop planned for youth in San Francisco, CA.",37.759063,-122.429442,"San Francisco, CA"
545,@CleanAirNow,"Community college in Miami, FL offers new GIS certification program.",25.759378,-80.203794,"Miami, FL"
546,@MobilityMatters,"University in San Antonio, TX expands AI for sustainability courses.",29.420394,-98.496652,"San Antonio, TX"
547,@PolicyWatch,"University in Dallas, TX expands AI for sustainability courses.",32.782404,-96.77845,"Dallas, TX"
548,@PolicyWatch,"New community clinic opens in Miami, FL with extended evening hours. Access matters.",25.767449,-80.190772,"Miami, FL"
549,@EduVoice,"Public health team expands food safety inspections in Boston, MA.",42.360274,-71.072184,"Boston, MA"
550,@MobilityMatters,"Electric buses roll out on city routes in Charlotte, NC.",35.244082,-80.845254,"Charlotte, NC"
551,@PolicyWatch,"Community garden program expands to Columbus, OH’s west side.",39.957584,-82.986591,"Columbus, OH"
552,@RideBetter,"New community clinic opens in Boston, MA with extended evening hours. Access matters.",42.343383,-71.070642,"Boston, MA"
553,@EdTechToday,"Farmers market in San Jose, CA adds local artisans this season.",37.32222,-121.88718,"San Jose, CA"
554,@RideBetter,"New mobility app integrates all transit modes in Phoenix, AZ.",33.443134,-112.065779,"Phoenix, AZ"
555,@SmartCityHub,"Traffic signal timing optimized for smoother flow in Los Angeles, CA.",34.059407,-118.256591,"Los Angeles, CA"
556,@PublicHealthNow,"Recycling rates rise 1,116% after new policy rollout in New York, NY.",40.721181,-73.991708,"New York, NY"
557,@UrbanMapper,"New community clinic opens in Houston, TX with extended evening hours. Access matters.",29.751957,-95.369994,"Houston, TX"
558,@UrbanMapper,"Weekend rail service improved in San Jose, CA.",37.332791,-121.881562,"San Jose, CA"
559,@EduVoice,"Urban tree canopy expansion adds shade in Los Angeles, CA.",34.040619,-118.23066,"Los Angeles, CA"
560,@UrbanMapper,"Open data portal in San Diego, CA now features live traffic feeds.",32.715266,-117.146784,"San Diego, CA"
561,@CleanAirNow,"Digital twin pilot launched for flood management in Dallas, TX.",32.763358,-96.808755,"Dallas, TX"
562,@CommunityWorks,"Neighborhood cleanup day in Los Angeles, CA collects 1,539 bags of waste.",34.063585,-118.255511,"Los Angeles, CA"
563,@PolicyWatch,"Urban tree canopy expansion adds shade in Washington, DC.",38.926194,-77.052313,"Washington, DC"
564,@OpenDataLab,"Electric buses roll out on city routes in San Jose, CA.",37.321417,-121.899717,"San Jose, CA"
565,@CommunityWorks,"Civic engagement workshop planned for youth in Boston, MA.",42.350812,-71.057002,"Boston, MA"
566,@PolicyWatch,"Recycling rates rise 4,547% after new policy rollout in Chicago, IL.",41.859771,-87.63163,"Chicago, IL"
567,@RideBetter,"Weekend rail service improved in San Antonio, TX.",29.438752,-98.499846,"San Antonio, TX"
568,@EdTechToday,"New mobility app integrates all transit modes in Dallas, TX.",32.782743,-96.810609,"Dallas, TX"
569,@MobilityMatters,"City health department launches air quality dashboard in Miami, FL.",25.758984,-80.203735,"Miami, FL"
570,@EdTechToday,"City health department launches air quality dashboard in Los Angeles, CA.",34.058359,-118.249509,"Los Angeles, CA"
571,@EdTechToday,"Civic engagement workshop planned for youth in Austin, TX.",30.250524,-97.725728,"Austin, TX"
572,@OpenDataLab,"Public health team expands food safety inspections in Jacksonville, FL.",30.343692,-81.663956,"Jacksonville, FL"
573,@WaterWatchUSA,"Transit ridership up 4,303% in Miami, FL after new pass program.",25.774224,-80.203248,"Miami, FL"
574,@UrbanMapper,"Open data portal in San Jose, CA now features live traffic feeds.",37.349685,-121.895989,"San Jose, CA"
575,@GreenPulse,"Mobile vaccine unit returns this weekend in Washington, DC. Walk-ins welcome.",38.926479,-77.031232,"Washington, DC"
576,@TransitTracker,"Protected bike lanes expand downtown San Jose, CA.",37.325681,-121.898302,"San Jose, CA"
577,@CityObserver,"Weekend rail service improved in Chicago, IL.",41.878845,-87.6276,"Chicago, IL"
578,@GeoInsights,"Farmers market in Miami, FL adds local artisans this season.",25.751555,-80.194716,"Miami, FL"
579,@PolicyWatch,"Recycling rates rise 3,374% after new policy rollout in San Jose, CA.",37.345375,-121.898034,"San Jose, CA"
580,@EduVoice,"New community clinic opens in Charlotte, NC with extended evening hours. Access matters.",35.22264,-80.848416,"Charlotte, NC"
581,@UrbanMapper,"Open data portal in Columbus, OH now features live traffic feeds.",39.941259,-83.018112,"Columbus, OH"
582,@ParksAndPeople,"Farmers market in Chicago, IL adds local artisans this season.",41.879972,-87.618218,"Chicago, IL"
583,@MobilityMatters,"Open data portal in Phoenix, AZ now features live traffic feeds.",33.460796,-112.055887,"Phoenix, AZ"
584,@PublicHealthNow,"Traffic signal timing optimized for smoother flow in San Jose, CA.",37.343322,-121.904884,"San Jose, CA"
585,@CommunityWorks,"High school introduces new STEM lab in Denver, CO.",39.741487,-104.99007,"Denver, CO"
586,@HealthMatters,"Coding bootcamp enrollment surges in Dallas, TX.",32.759758,-96.803549,"Dallas, TX"
587,@CivicSense,"New community clinic opens in Miami, FL with extended evening hours. Access matters.",25.766113,-80.177186,"Miami, FL"
588,@PolicyWatch,"Recycling rates rise 1,172% after new policy rollout in Boston, MA.",42.352756,-71.058501,"Boston, MA"
589,@CivicSense,"Volunteers removed 1,700 pounds of trash from rivers in Austin, TX.",30.257862,-97.727393,"Austin, TX"
590,@EdTechToday,"Civic engagement workshop planned for youth in Chicago, IL.",41.866652,-87.62649,"Chicago, IL"
591,@GeoInsights,"Farmers market in Charlotte, NC adds local artisans this season.",35.211184,-80.830984,"Charlotte, NC"
592,@WaterWatchUSA,"Civic engagement workshop planned for youth in Los Angeles, CA.",34.067138,-118.2334,"Los Angeles, CA"
593,@CleanAirNow,"Digital twin pilot launched for flood management in Dallas, TX.",32.794579,-96.811629,"Dallas, TX"
594,@CivicSense,"Mobile vaccine unit returns this weekend in Seattle, WA. Walk-ins welcome.",47.592078,-122.340784,"Seattle, WA"
595,@UrbanMapper,"Green infrastructure projects reduce flooding in San Jose, CA.",37.353319,-121.906139,"San Jose, CA"
596,@WaterWatchUSA,"Open data portal in San Antonio, TX now features live traffic feeds.",29.442229,-98.509659,"San Antonio, TX"
597,@TeachToday,"Community college in Boston, MA offers new GIS certification program.",42.360559,-71.065951,"Boston, MA"
598,@CommunityWorks,"Block party celebrates diverse neighborhoods in Los Angeles, CA.",34.041524,-118.226547,"Los Angeles, CA"
599,@PublicHealthNow,"City health department launches air quality dashboard in Charlotte, NC.",35.216505,-80.836391,"Charlotte, NC"
600,@CityObserver,"Mobile vaccine unit returns this weekend in San Francisco, CA. Walk-ins welcome.",37.766396,-122.435382,"San Francisco, CA"
601,@TransitTracker,"Recycling rates rise 764% after new policy rollout in Phoenix, AZ.",33.453761,-112.073149,"Phoenix, AZ"
602,@SmartCityHub,"Urban tree canopy expansion adds shade in Denver, CO.",39.725095,-104.9972,"Denver, CO"
603,@PolicyWatch,"Community college in Philadelphia, PA offers new GIS certification program.",39.938723,-75.166868,"Philadelphia, PA"
604,@SmartCityHub,"Open data portal in New York, NY now features live traffic feeds.",40.714803,-73.999302,"New York, NY"
605,@TeachToday,"Clean air campaign gains traction in Dallas, TX neighborhoods.",32.774055,-96.797876,"Dallas, TX"
606,@GeoInsights,"Mental health awareness walk happening downtown San Jose, CA this Saturday.",37.347661,-121.885015,"San Jose, CA"
607,@TeachToday,"Open data portal in Los Angeles, CA now features live traffic feeds.",34.06011,-118.224107,"Los Angeles, CA"
608,@UrbanMapper,"Teachers in San Francisco, CA receive innovation grants for classroom tech.",37.770216,-122.403396,"San Francisco, CA"
609,@GreenPulse,"Urban tree canopy expansion adds shade in Houston, TX.",29.752689,-95.3702,"Houston, TX"
610,@GreenPulse,"Urban tree canopy expansion adds shade in Columbus, OH.",39.948314,-82.999179,"Columbus, OH"
611,@TransitTracker,"Farmers market in San Francisco, CA adds local artisans this season.",37.784426,-122.42029,"San Francisco, CA"
612,@CivicSense,"Farmers market in Austin, TX adds local artisans this season.",30.255249,-97.740993,"Austin, TX"
613,@HealthMatters,"Farmers market in New York, NY adds local artisans this season.",40.711017,-74.024627,"New York, NY"
614,@PolicyWatch,"Civic engagement workshop planned for youth in San Francisco, CA.",37.789957,-122.421659,"San Francisco, CA"
615,@SmartCityHub,"Farmers market in Seattle, WA adds local artisans this season.",47.595459,-122.343345,"Seattle, WA"
616,@CityObserver,"University in San Francisco, CA expands AI for sustainability courses.",37.755452,-122.426728,"San Francisco, CA"
617,@CleanAirNow,"City installs smart streetlights to save energy in Phoenix, AZ.",33.465591,-112.091728,"Phoenix, AZ"
618,@UrbanMapper,"Mental health awareness walk happening downtown Boston, MA this Saturday.",42.373973,-71.062803,"Boston, MA"
619,@TransitTracker,"New mobility app integrates all transit modes in New York, NY.",40.710159,-73.995028,"New York, NY"
620,@GeoInsights,"Mobile vaccine unit returns this weekend in Miami, FL. Walk-ins welcome.",25.761754,-80.200229,"Miami, FL"
621,@OpenDataLab,"Neighborhood cleanup day in Austin, TX collects 3,233 bags of waste.",30.281318,-97.728772,"Austin, TX"
622,@TeachToday,"Volunteers removed 2,407 pounds of trash from rivers in Los Angeles, CA.",34.06816,-118.259053,"Los Angeles, CA"
623,@SmartUrbanist,"City health department launches air quality dashboard in Los Angeles, CA.",34.064871,-118.262071,"Los Angeles, CA"
624,@EdTechToday,"University in Phoenix, AZ expands AI for sustainability courses.",33.448374,-112.05426,"Phoenix, AZ"
625,@OpenDataLab,"Public health team expands food safety inspections in Miami, FL.",25.757637,-80.173925,"Miami, FL"
626,@HealthMatters,"New mobility app integrates all transit modes in Austin, TX.",30.272241,-97.760073,"Austin, TX"
627,@HealthMatters,"New mobility app integrates all transit modes in Phoenix, AZ.",33.454666,-112.055357,"Phoenix, AZ"
628,@TransitTracker,"High school introduces new STEM lab in Chicago, IL.",41.878715,-87.644574,"Chicago, IL"
629,@ParksAndPeople,"Farmers market in San Antonio, TX adds local artisans this season.",29.441407,-98.494112,"San Antonio, TX"
630,@HealthMatters,"Protected bike lanes expand downtown New York, NY.",40.711362,-74.022703,"New York, NY"
631,@CivicSense,"Green infrastructure projects reduce flooding in San Jose, CA.",37.347291,-121.880847,"San Jose, CA"
632,@SmartUrbanist,"Farmers market in San Jose, CA adds local artisans this season.",37.32541,-121.876276,"San Jose, CA"
633,@PublicHealthNow,"High school introduces new STEM lab in San Francisco, CA.",37.785216,-122.408883,"San Francisco, CA"
634,@TransitTracker,"Urban tree canopy expansion adds shade in Boston, MA.",42.365077,-71.078251,"Boston, MA"
635,@CityObserver,"City health department launches air quality dashboard in San Antonio, TX.",29.437329,-98.493822,"San Antonio, TX"
636,@UrbanMapper,"Open data portal in Boston, MA now features live traffic feeds.",42.379616,-71.07478,"Boston, MA"
637,@TransitTracker,"Traffic signal timing optimized for smoother flow in San Diego, CA.",32.728079,-117.160814,"San Diego, CA"
638,@WaterWatchUSA,"Digital twin pilot launched for flood management in San Jose, CA.",37.320967,-121.901851,"San Jose, CA"
639,@RideBetter,"Electric buses roll out on city routes in Boston, MA.",42.350572,-71.069159,"Boston, MA"
640,@UrbanResilience,"Volunteers removed 4,325 pounds of trash from rivers in Phoenix, AZ.",33.449717,-112.076022,"Phoenix, AZ"
641,@CivicSense,"Public health team expands food safety inspections in Chicago, IL.",41.884019,-87.625413,"Chicago, IL"
642,@EdTechToday,"Digital twin pilot launched for flood management in Denver, CO.",39.736728,-104.99726,"Denver, CO"
643,@GreenPulse,"Traffic signal timing optimized for smoother flow in New York, NY.",40.722532,-74.010894,"New York, NY"
644,@GeoInsights,"Electric buses roll out on city routes in San Jose, CA.",37.345945,-121.89411,"San Jose, CA"
645,@WaterWatchUSA,"Open data portal in Philadelphia, PA now features live traffic feeds.",39.942747,-75.183424,"Philadelphia, PA"
646,@WaterWatchUSA,"New mobility app integrates all transit modes in Charlotte, NC.",35.24411,-80.837963,"Charlotte, NC"
647,@GeoInsights,"Open data portal in Washington, DC now features live traffic feeds.",38.905454,-77.043107,"Washington, DC"
648,@CleanAirNow,"Community garden program expands to Dallas, TX’s west side.",32.776676,-96.795277,"Dallas, TX"
649,@TransitTracker,"Clean air campaign gains traction in Boston, MA neighborhoods.",42.362624,-71.064237,"Boston, MA"
650,@CleanAirNow,"City installs smart streetlights to save energy in Dallas, TX.",32.765776,-96.786288,"Dallas, TX"
651,@UrbanMapper,"IoT sensors deployed to monitor water leaks in Jacksonville, FL.",30.316255,-81.657687,"Jacksonville, FL"
652,@EdTechToday,"University in Seattle, WA expands AI for sustainability courses.",47.622611,-122.320133,"Seattle, WA"
653,@CleanAirNow,"City installs smart streetlights to save energy in San Francisco, CA.",37.756497,-122.433478,"San Francisco, CA"
654,@MobilityMatters,"Civic engagement workshop planned for youth in Dallas, TX.",32.775357,-96.804261,"Dallas, TX"
655,@TransitTracker,"Community college in Miami, FL offers new GIS certification program.",25.773543,-80.177192,"Miami, FL"
656,@ParksAndPeople,"Digital twin pilot launched for flood management in Phoenix, AZ.",33.442693,-112.055209,"Phoenix, AZ"
657,@UrbanResilience,"Mobile vaccine unit returns this weekend in Dallas, TX. Walk-ins welcome.",32.775017,-96.815256,"Dallas, TX"
658,@OpenDataLab,"Open data portal in San Francisco, CA now features live traffic feeds.",37.755874,-122.413356,"San Francisco, CA"
659,@SmartUrbanist,"Mobile vaccine unit returns this weekend in San Jose, CA. Walk-ins welcome.",37.345407,-121.86954,"San Jose, CA"
660,@GreenPulse,"Block party celebrates diverse neighborhoods in Phoenix, AZ.",33.435831,-112.076452,"Phoenix, AZ"
661,@PolicyWatch,"Community garden program expands to Houston, TX’s west side.",29.779899,-95.363452,"Houston, TX"
662,@WaterWatchUSA,"Farmers market in Seattle, WA adds local artisans this season.",47.621699,-122.315007,"Seattle, WA"
663,@WaterWatchUSA,"City health department launches air quality dashboard in Washington, DC.",38.907956,-77.018181,"Washington, DC"
664,@SmartUrbanist,"Volunteers removed 3,813 pounds of trash from rivers in Charlotte, NC.",35.212063,-80.83354,"Charlotte, NC"
665,@ParksAndPeople,"Neighborhood cleanup day in Miami, FL collects 4,758 bags of waste.",25.757928,-80.179085,"Miami, FL"
666,@MobilityMatters,"Mobile vaccine unit returns this weekend in San Francisco, CA. Walk-ins welcome.",37.794223,-122.435778,"San Francisco, CA"
667,@PublicHealthNow,"Transit ridership up 803% in San Antonio, TX after new pass program.",29.405399,-98.497633,"San Antonio, TX"
668,@GeoInsights,"Protected bike lanes expand downtown Austin, TX.",30.278088,-97.732371,"Austin, TX"
669,@UrbanResilience,"Open data portal in San Jose, CA now features live traffic feeds.",37.337702,-121.888917,"San Jose, CA"
670,@UrbanMapper,"Teachers in New York, NY receive innovation grants for classroom tech.",40.705075,-73.994106,"New York, NY"
671,@TeachToday,"Community garden program expands to Columbus, OH’s west side.",39.944928,-82.99734,"Columbus, OH"
672,@TeachToday,"Mental health awareness walk happening downtown Houston, TX this Saturday.",29.765312,-95.380698,"Houston, TX"
673,@OpenDataLab,"Public health team expands food safety inspections in Chicago, IL.",41.863467,-87.618218,"Chicago, IL"
674,@CityObserver,"Mobile vaccine unit returns this weekend in Columbus, OH. Walk-ins welcome.",39.965056,-82.989854,"Columbus, OH"
675,@SmartUrbanist,"Transit ridership up 4,300% in Jacksonville, FL after new pass program.",30.326911,-81.662923,"Jacksonville, FL"
676,@OpenDataLab,"Digital twin pilot launched for flood management in San Jose, CA.",37.356975,-121.893933,"San Jose, CA"
677,@UrbanMapper,"Green infrastructure projects reduce flooding in San Francisco, CA.",37.790669,-122.409482,"San Francisco, CA"
678,@GeoInsights,"Coding bootcamp enrollment surges in Houston, TX.",29.763929,-95.381411,"Houston, TX"
679,@ClimateActionUS,"New mobility app integrates all transit modes in Miami, FL.",25.778197,-80.189369,"Miami, FL"
680,@PolicyWatch,"Community garden program expands to Austin, TX’s west side.",30.266154,-97.74331,"Austin, TX"
681,@CleanAirNow,"Public health team expands food safety inspections in Columbus, OH.",39.969387,-82.993758,"Columbus, OH"
682,@UrbanResilience,"Community garden program expands to Dallas, TX’s west side.",32.763788,-96.807024,"Dallas, TX"
683,@RideBetter,"Mental health awareness walk happening downtown Philadelphia, PA this Saturday.",39.935758,-75.15381,"Philadelphia, PA"
684,@UrbanMapper,"Transit ridership up 4,513% in Austin, TX after new pass program.",30.249336,-97.725142,"Austin, TX"
685,@CommunityWorks,"Teachers in Denver, CO receive innovation grants for classroom tech.",39.732206,-104.987974,"Denver, CO"
686,@GreenPulse,"Volunteers removed 691 pounds of trash from rivers in Los Angeles, CA.",34.063423,-118.24894,"Los Angeles, CA"
687,@HealthMatters,"Urban tree canopy expansion adds shade in Phoenix, AZ.",33.462914,-112.090814,"Phoenix, AZ"
688,@WaterWatchUSA,"Civic engagement workshop planned for youth in New York, NY.",40.728392,-74.022985,"New York, NY"
689,@GreenPulse,"Coding bootcamp enrollment surges in New York, NY.",40.698319,-74.010504,"New York, NY"
690,@NeighborhoodNews,"High school introduces new STEM lab in Denver, CO.",39.738586,-104.994565,"Denver, CO"
691,@EdTechToday,"Block party celebrates diverse neighborhoods in San Jose, CA.",37.348034,-121.892292,"San Jose, CA"
692,@TransitTracker,"Community garden program expands to Denver, CO’s west side.",39.729347,-104.976567,"Denver, CO"
693,@EduVoice,"Urban tree canopy expansion adds shade in Philadelphia, PA.",39.940306,-75.168299,"Philadelphia, PA"
694,@GeoInsights,"Teachers in Los Angeles, CA receive innovation grants for classroom tech.",34.059174,-118.224071,"Los Angeles, CA"
695,@OpenDataLab,"Green infrastructure projects reduce flooding in Austin, TX.",30.262022,-97.731356,"Austin, TX"
696,@GeoInsights,"Transit ridership up 4,634% in Washington, DC after new pass program.",38.901936,-77.05513,"Washington, DC"
697,@GreenPulse,"Mental health awareness walk happening downtown Austin, TX this Saturday.",30.254028,-97.754244,"Austin, TX"
698,@EdTechToday,"Civic engagement workshop planned for youth in San Francisco, CA.",37.784557,-122.418951,"San Francisco, CA"
699,@CityObserver,"Community college in San Diego, CA offers new GIS certification program.",32.716115,-117.162082,"San Diego, CA"
700,@OpenDataLab,"IoT sensors deployed to monitor water leaks in Houston, TX.",29.767087,-95.381393,"Houston, TX"
701,@CivicSense,"University in Austin, TX expands AI for sustainability courses.",30.252733,-97.749822,"Austin, TX"
702,@OpenDataLab,"Community garden program expands to Seattle, WA’s west side.",47.59822,-122.318821,"Seattle, WA"
703,@CleanAirNow,"Electric buses roll out on city routes in Dallas, TX.",32.780383,-96.795876,"Dallas, TX"
704,@SmartCityHub,"Public health team expands food safety inspections in Charlotte, NC.",35.228176,-80.829499,"Charlotte, NC"
705,@CityObserver,"New community clinic opens in Washington, DC with extended evening hours. Access matters.",38.896127,-77.049458,"Washington, DC"
706,@CityObserver,"Neighborhood cleanup day in Los Angeles, CA collects 4,834 bags of waste.",34.041071,-118.257935,"Los Angeles, CA"
707,@TeachToday,"New mobility app integrates all transit modes in Miami, FL.",25.77997,-80.193531,"Miami, FL"
708,@EduVoice,"Community garden program expands to Seattle, WA’s west side.",47.611758,-122.348191,"Seattle, WA"
709,@CommunityWorks,"Community college in Washington, DC offers new GIS certification program.",38.92453,-77.055951,"Washington, DC"
710,@RideBetter,"Traffic signal timing optimized for smoother flow in San Antonio, TX.",29.415787,-98.479783,"San Antonio, TX"
711,@CityObserver,"Traffic signal timing optimized for smoother flow in Columbus, OH.",39.960498,-83.005567,"Columbus, OH"
712,@SmartCityHub,"Urban tree canopy expansion adds shade in Boston, MA.",42.378635,-71.039683,"Boston, MA"
713,@NeighborhoodNews,"Green infrastructure projects reduce flooding in Columbus, OH.",39.952631,-83.010577,"Columbus, OH"
714,@EduVoice,"City health department launches air quality dashboard in Seattle, WA.",47.593851,-122.313479,"Seattle, WA"
715,@CleanAirNow,"New mobility app integrates all transit modes in Philadelphia, PA.",39.941433,-75.183362,"Philadelphia, PA"
716,@ClimateActionUS,"Coding bootcamp enrollment surges in Dallas, TX.",32.766975,-96.784437,"Dallas, TX"
717,@GreenPulse,"Mobile vaccine unit returns this weekend in Seattle, WA. Walk-ins welcome.",47.608219,-122.317446,"Seattle, WA"
